user_id,session_id,days_in_base,session_qty_acc,add_to_cart_qty_acc,page_pdp_qty_acc,page_plp_qty_acc,page_search_plp_qty_acc,bounce_sessions_qty_acc,navigation_time_acc,is_next_session_activation
10020612649726787735u,10101053617586389067s,0.00021990714594721794,1,0,2,0,0,0,19.0,1
10041641363804945509u,11031977414104065912s,0.0014467593282461166,1,0,2,0,0,0,125.0,1
10061146611389501345u,13841203550317519321s,0.00010416656732559204,1,0,0,2,0,0,9.0,1
10106794151185573609u,4352180653544790743s,0.0007060184143483639,1,0,4,0,0,0,61.0,1
10106972389836326507u,15130917214999659073s,0.0,1,0,1,0,0,1,0.0,0
10106972389836326507u,16794246168270384424s,1.7833680557087064,2,0,5,0,5,1,433.0,0
10106972389836326507u,14604286789871451671s,1.9803935186937451,3,4,6,2,12,1,4648.0,1
10112830257332897075u,18405104293148589323s,0.00048611126840114594,1,0,2,0,0,0,42.0,1
10127857181456925908u,7539012237420418616s,0.034351852256804705,1,5,10,0,9,0,2968.0,1
10129327945388707554u,1358157276379965352s,0.0,1,0,1,0,0,1,0.0,1
10131583284383632431u,4772890110168159133s,0.009780092630535364,1,1,3,1,3,0,845.0,0
10131583284383632431u,13655393438823998361s,0.10961805563420057,2,1,4,2,3,0,1338.0,0
10131583284383632431u,8711928782254424288s,0.7004282409325242,3,1,5,2,3,1,1338.0,1
10144738802759933664u,1579549032155535529s,0.0,1,0,1,0,0,1,0.0,1
10150598504443443639u,2178285189947883065s,0.0,1,0,1,0,0,1,0.0,1
10181279604212069605u,13789690985190274940s,0.0007986109703779221,1,1,2,0,0,0,69.0,1
10186045539195941216u,8406688446423883148s,0.0008912035264074802,1,0,3,0,0,0,77.0,0
10186045539195941216u,10048766688048049634s,0.17802083352580667,2,2,10,1,2,0,344.0,0
10186045539195941216u,3149613296249192347s,0.39341435208916664,3,3,14,1,2,0,458.0,1
10204416466386845920u,10662481814835868306s,0.002314814832061529,1,2,3,0,0,0,200.0,1
10209867883061743447u,16817944055060791405s,0.0,1,0,1,0,0,1,0.0,1
10217082910277807869u,5495376841380159474s,0.0,1,0,0,1,0,1,0.0,1
10261599777773848018u,7092609848646691770s,0.0,1,0,0,1,0,1,0.0,1
10267292345313031813u,10367612404502769868s,0.0,1,0,0,1,0,1,0.0,1
10288705626940626661u,7224172412718363734s,0.02453703712671995,1,1,0,26,0,0,2120.0,1
10289252054886527110u,10634989946729502892s,0.0,1,0,1,0,0,1,0.0,1
10290525844300021281u,13208455142979225917s,0.0015624999068677425,1,0,1,2,0,0,135.0,0
10290525844300021281u,936507611786426656s,0.03415509220212698,2,0,3,2,0,0,140.0,1
10298804512682023062u,5650640565433231385s,0.008298611268401146,1,0,5,1,0,0,717.0,0
10298804512682023062u,18203070314973901620s,0.42819444462656975,2,0,8,3,0,0,2079.0,0
10298804512682023062u,13007457139517704582s,1.4219907405786216,3,0,9,3,0,1,2079.0,1
10323636463933800028u,15268690266050477898s,0.03667824063450098,1,1,7,0,9,0,3169.0,0
10323636463933800028u,14311594098126988925s,1.001111111138016,2,3,10,0,12,0,3760.0,0
10323636463933800028u,4794557511729877611s,1.1692939815111458,3,3,12,0,12,0,3823.0,0
10323636463933800028u,4034345667097060879s,1.628344907425344,4,3,13,0,12,1,3823.0,0
10323636463933800028u,2662166971335232538s,1.7157175922766328,5,4,15,0,14,1,4207.0,1
10323692617289728519u,17017137725147294160s,0.0,1,0,1,0,0,1,0.0,1
10327184874268320582u,8433996046375426414s,0.009733796119689941,1,0,0,1,1,0,841.0,0
10327184874268320582u,10788366064093306472s,1.6449768519960344,2,0,0,2,2,0,875.0,0
10327184874268320582u,13722226444901655895s,2.792870370205492,3,0,0,3,2,1,875.0,0
10327184874268320582u,6927923951234586546s,2.8476736112497747,4,0,3,4,13,1,2564.0,0
10327184874268320582u,4128396196803992700s,2.9144791667349637,5,0,4,4,13,2,2564.0,0
10327184874268320582u,2894875908896814283s,3.5933564812876284,6,0,4,5,13,3,2564.0,0
10327184874268320582u,16397658270633108646s,3.7779976851306856,7,0,4,6,13,4,2564.0,1
10331804822963908533u,3087352220278471579s,0.0,1,0,0,1,0,1,0.0,1
10367541829021889279u,8022163970640215498s,0.0,1,0,0,1,0,1,0.0,1
10381400105831545935u,12228304404239296760s,0.015081018209457397,1,1,6,2,0,0,1303.0,1
10401075308519715467u,18384594958272178655s,0.0,1,0,0,1,0,1,0.0,1
10423245475013752818u,16898332571954413539s,0.008067129645496607,1,2,5,0,1,0,697.0,1
10427025531028698709u,142583151354715432s,0.0358564811758697,1,0,8,1,4,0,3098.0,1
10443242420082943083u,3014594509233946641s,0.0,1,0,1,0,0,1,0.0,1
10446825134011319201u,7130899001387558923s,0.007800925988703966,1,0,4,2,0,0,674.0,1
10463437706480225320u,17782870153406893215s,0.001284722238779068,1,0,1,0,2,0,111.0,1
10476345160308969938u,2174621484977407099s,0.002442129421979189,1,0,2,0,6,0,211.0,0
10476345160308969938u,8862838591876386814s,0.03337962972000241,2,0,6,0,19,0,530.0,1
1047834204325147495u,5269950859742366968s,0.025115740951150656,1,2,3,1,0,0,2170.0,1
10488844588224814634u,14760772752483445547s,0.007488425821065903,1,1,7,0,1,0,647.0,1
10494229964556562845u,14213827109273777195s,0.009444444440305233,1,0,2,1,0,0,816.0,0
10494229964556562845u,13437122920094750897s,2.9519675923511386,2,0,3,1,0,1,816.0,1
10510338748195648387u,12753712480706136077s,0.0,1,0,1,0,0,1,0.0,1
10516131571987234059u,16938410480609569397s,0.0,1,0,1,0,0,1,0.0,0
10516131571987234059u,1940560132753684342s,1.9967939811758697,2,1,7,0,0,1,623.0,1
10529662372641585333u,10013989918324088088s,0.04422453697770834,1,1,5,6,4,0,3821.0,1
10529771153594017855u,16689373428368078339s,0.001527777872979641,1,0,0,2,0,0,132.0,1
10547229892790362348u,6680960139492195782s,0.0001736111007630825,1,0,2,0,0,0,15.0,0
10547229892790362348u,6808514079032482979s,0.07968749990686774,2,2,6,0,6,0,2517.0,1
10561116018815549620u,11766931491620727515s,0.00021990761160850525,1,0,2,0,0,0,19.0,1
10562299712778210269u,686419014717083796s,0.0,1,0,1,0,0,1,0.0,1
10567977943413087502u,18313070781800649807s,0.0004398147575557232,1,0,0,0,2,0,38.0,1
10571188924356660802u,15674066529892564198s,0.0,1,0,0,1,0,1,0.0,1
10572802120069512559u,12255762097913071602s,0.0,1,0,0,1,0,1,0.0,1
10573851298468487486u,3169260628003588862s,0.0039236112497746944,1,0,2,0,0,0,339.0,1
10600043358791718162u,14016926660213172310s,0.004930555354803801,1,0,3,0,0,0,426.0,1
1060087541704485892u,11711260939035353535s,0.022986111231148243,1,0,4,0,0,0,1986.0,1
10602763370363647599u,4691751695860340630s,0.004571759607642889,1,0,0,0,3,0,395.0,1
10619821239117781240u,8991684292294422854s,0.004918981809169054,1,0,2,0,4,0,425.0,1
10620466612639161348u,17324303737506705485s,0.0012731482274830341,1,0,1,2,0,0,110.0,1
10633216250102508154u,10259121496991274847s,0.0,1,0,0,1,0,1,0.0,1
106451546546678725u,6809255741531259037s,0.0,1,0,1,0,0,1,0.0,1
10647091637151777453u,4625206098796569233s,0.0031134258024394512,1,0,0,1,1,0,269.0,1
10649410100783143634u,3949795755809138336s,0.004108796361833811,1,0,5,0,0,0,355.0,1
10651576413404152245u,5723386907212421357s,0.0012731482274830341,1,1,1,0,1,0,110.0,1
10681003961440332999u,17596080111748158365s,0.0026504630222916603,1,0,8,0,0,0,229.0,1
10682174435461683906u,10594243250886987340s,0.020381944254040718,1,0,1,1,3,0,1761.0,0
10682174435461683906u,12716205919065971355s,0.2765740738250315,2,2,1,1,16,0,2261.0,1
1070958455809363694u,15366785200126574686s,0.014953703619539738,1,0,6,0,0,0,1292.0,0
1070958455809363694u,9231451827171841708s,0.3575347224250436,2,0,6,0,1,1,1292.0,1
10718515689045332408u,4359457135582992676s,0.019039351493120193,1,2,3,0,4,0,1645.0,0
10718515689045332408u,10338775353219355509s,0.09814814804121852,2,3,6,0,5,0,1725.0,1
10720186480671145717u,14332204910838672746s,0.0,1,0,0,1,0,1,0.0,1
10720939615375644494u,14818136385339651089s,0.001516203861683607,1,0,0,1,5,0,131.0,1
10724018333156948677u,3064305983898844513s,0.0005324073135852814,1,0,2,0,0,0,46.0,1
10733981309942884049u,1414494879620398308s,0.00106481509283185,1,0,2,0,1,0,92.0,1
10747068868135960080u,14430641128746612492s,0.00042824074625968933,1,0,0,2,0,0,37.0,0
10747068868135960080u,415665866840735045s,0.9861805555410683,2,0,4,3,0,0,408.0,1
10773646400583865217u,7115285238504977098s,0.0017939815297722816,1,3,4,0,0,0,155.0,1
1078403736235307060u,13708101960503271867s,0.000347222201526165,1,0,0,0,2,0,30.0,1
10791924947073895096u,7123496834712797315s,0.018483796156942844,1,3,4,7,5,0,1597.0,0
10791924947073895096u,1334119109227562050s,0.4693981483578682,2,3,4,9,5,0,1651.0,0
10791924947073895096u,16091301832360982250s,0.5042361109517515,3,3,5,11,5,0,1776.0,0
10791924947073895096u,16382689363909711725s,0.6509374999441206,4,3,6,12,6,0,1868.0,0
10791924947073895096u,3428973044954942546s,4.396192129701376,5,3,6,13,6,1,1868.0,1
10815346324684758417u,2321447797843650518s,0.0,1,0,0,1,0,1,0.0,1
10827973098011466u,13251375014127959972s,0.015532407443970442,1,1,4,3,1,0,1342.0,0
10827973098011466u,14845264694249785325s,0.22800925932824612,2,4,15,4,1,0,3029.0,1
10833164367293521027u,10127746149110817740s,0.0,1,0,1,0,0,1,0.0,1
10836180827811083842u,4315819401986505037s,0.0,1,0,0,1,0,1,0.0,0
10836180827811083842u,1365502675558915430s,0.05701388884335756,2,0,0,3,0,1,287.0,1
10844619410763366788u,7068269410344877777s,0.0,1,0,1,0,0,1,0.0,1
10850340050749481756u,8673636096557476158s,0.0006828703917562962,1,0,0,1,1,0,59.0,0
10850340050749481756u,10186129831235236613s,0.11756944423541427,2,0,0,1,3,0,104.0,1
10856461795488187781u,4772716386361879733s,0.0,1,0,1,0,0,1,0.0,0
10856461795488187781u,13919884971869804060s,0.0237962962128222,2,1,2,0,0,1,36.0,0
10856461795488187781u,7829288216498947738s,1.7170833335258067,3,1,3,0,0,2,36.0,0
10856461795488187781u,6956529438182097670s,1.7842361112125218,4,3,7,1,0,2,400.0,1
10860955614629095936u,16626436646249958086s,0.0,1,0,1,0,0,1,0.0,0
10860955614629095936u,467909901658295845s,0.03136574104428291,2,1,1,0,4,1,357.0,1
10869295395015821179u,16272114476456044561s,0.0,1,0,1,0,0,1,0.0,0
10869295395015821179u,6527894106795330252s,8.05627314792946,2,0,1,1,1,1,67.0,0
10869295395015821179u,13106701654620106922s,8.111423610709608,3,0,5,1,1,1,1273.0,0
10869295395015821179u,1665238935089177112s,10.107118055224419,4,0,5,2,1,2,1273.0,1
10874270124409174842u,7124942117923928998s,0.0,1,0,0,1,0,1,0.0,0
10874270124409174842u,10569723515756626127s,0.6945601855404675,2,0,0,2,0,2,0.0,1
10887879901310352605u,312189575028170020s,0.006793981418013573,1,0,2,1,2,0,587.0,0
10887879901310352605u,5564302110089300277s,0.0940046296454966,2,1,3,1,3,0,735.0,1
10890130665098017571u,2147017736831737648s,0.0,1,0,1,0,0,1,0.0,1
10895362162032192072u,15150613741516457952s,0.014837962575256824,1,1,4,1,3,0,1282.0,1
10895565843710089268u,14337856570155575035s,0.007222222164273262,1,2,4,0,0,0,624.0,1
10902114624110373701u,2185286567512471693s,0.0,1,0,0,1,0,1,0.0,1
1091811860059125628u,15063146803116714643s,0.0025115739554166794,1,2,0,4,2,0,217.0,1
10934073648437050361u,1023409548496124759s,0.0,1,0,0,1,0,1,0.0,1
10947320991881306696u,15355430770948846968s,0.008090277668088675,1,0,1,1,0,0,699.0,1
10955399904151115797u,12338923002693056424s,0.0,1,0,0,1,0,1,0.0,0
10955399904151115797u,647438069940729694s,0.08763888897374272,2,0,2,1,0,1,150.0,1
10964458688306812897u,2563571850507391547s,0.0015393518842756748,1,0,3,0,4,0,133.0,0
10964458688306812897u,15828965774522259463s,2.8142824075184762,2,0,4,0,8,0,264.0,1
10971848278065802781u,11601177294736844590s,0.0,1,0,0,0,1,1,0.0,1
10986066389583389844u,15998584522541957817s,0.027384259272366762,1,2,7,1,2,0,2366.0,1
1101262012105850943u,9891169865617955335s,0.0,1,0,0,1,0,1,0.0,0
1101262012105850943u,9984046312120888118s,0.7139236112125218,2,0,4,3,0,1,391.0,0
1101262012105850943u,16779789006623468732s,1.0601157411001623,3,0,5,5,0,1,1191.0,0
1101262012105850943u,14834946299914582415s,1.5258680558763444,4,0,5,7,0,1,3000.0,1
11018624987997034766u,5063231120027107444s,0.0040509263053536415,1,0,0,1,5,0,350.0,1
11019862665489486818u,3848156236742416801s,0.0009722220711410046,1,0,1,1,0,0,84.0,1
11037058704093137992u,15162014128390008119s,0.0,1,0,0,0,1,1,0.0,1
11050644600638160860u,16832322496254892624s,0.0015046298503875732,1,0,0,2,1,0,130.0,0
11050644600638160860u,15291669695461575593s,0.0603009257465601,2,0,1,2,2,0,146.0,1
11066881047322860980u,3622865736402527825s,0.0007638889364898205,1,0,2,1,0,0,66.0,1
11087959737249995546u,3018345498723614368s,0.0,1,0,1,0,0,1,0.0,1
11095210774207433550u,8702981645085514268s,0.026504629757255316,1,3,7,0,4,0,2290.0,1
11109167001033206606u,8376993124990966148s,0.016168981324881315,1,2,7,1,11,0,1397.0,1
11118912321937142023u,9356800918842656685s,0.0008101854473352432,1,0,2,0,0,0,70.0,0
11118912321937142023u,8392407336891143976s,0.4131597224622965,2,0,4,0,0,0,182.0,1
11131212064215743436u,11161215604387528681s,0.0025925925001502037,1,1,4,0,0,0,224.0,1
11136449831341172213u,15481335481698869577s,0.03114583296701312,1,2,5,1,6,0,2691.0,0
11136449831341172213u,16124955783767519072s,0.3185879630036652,2,2,5,1,7,1,2691.0,1
11143334433433650694u,7349177371831538567s,0.0011574076488614082,1,0,2,0,1,0,100.0,1
11152930091787239393u,12407689099671815014s,0.00013888860121369362,1,1,1,0,0,0,12.0,1
11163364907467093105u,2689746151451195963s,0.003912036772817373,1,1,3,1,0,0,338.0,1
1117804064286865298u,12375030846341432414s,0.0,1,0,0,1,0,1,0.0,1
11181766597560350510u,5984033910761281050s,0.006122685503214598,1,0,3,1,3,0,529.0,1
1118622961700313973u,17245672094886768271s,0.002106481697410345,1,0,3,0,0,0,182.0,0
1118622961700313973u,10647484510713116790s,0.07145833317190409,2,1,6,0,0,0,2138.0,0
1118622961700313973u,1550847853428832557s,0.1972222221083939,3,1,7,2,0,0,2463.0,1
1120058080008269779u,9089387028546164771s,0.006400463171303272,1,1,2,1,0,0,553.0,0
1120058080008269779u,9271191466673152171s,0.21728009264916182,2,1,5,4,0,0,1290.0,1
11215931448373620378u,7056212604552142831s,0.022650463040918112,1,2,13,0,0,0,1957.0,0
11215931448373620378u,4371556396611595682s,0.9297569445334375,2,2,25,0,0,0,3899.0,0
11215931448373620378u,12272131233347307934s,0.9679282405413687,3,3,26,0,0,0,4027.0,1
11233501908883227725u,11464990765177733978s,0.002337963320314884,1,0,2,0,0,0,202.0,1
1124167613390251559u,2602241628675643524s,0.0399652780033648,1,2,4,3,4,0,3453.0,1
11244724622416162691u,10039894269303480531s,0.0214236113242805,1,0,1,3,1,0,1851.0,1
11261224357392529155u,898759935778703714s,0.005613425746560097,1,2,3,1,0,0,485.0,0
11261224357392529155u,3941185385660057517s,0.11018518498167396,2,4,12,1,4,0,3135.0,1
11286181814103989271u,1994901776320653496s,0.003750000149011612,1,0,1,0,1,0,324.0,1
11302224123770044721u,17937860888312271211s,0.012268518563359976,1,0,0,2,0,0,1060.0,0
11302224123770044721u,3554609371959063295s,0.3709259256720543,2,4,4,3,15,0,7961.0,0
11302224123770044721u,5744300998134833010s,2.3903587963432074,3,6,10,5,33,0,10705.0,0
11302224123770044721u,11618091214730276173s,3.4114583334885538,4,6,11,7,43,0,11234.0,1
11310763833766862165u,9225353802197995045s,0.009085648227483034,1,0,2,0,0,0,785.0,0
11310763833766862165u,15890722402758056596s,3.1531597222201526,2,0,3,0,0,1,785.0,1
11319413193465368617u,13548618203523844553s,0.01603009272366762,1,6,15,1,0,0,1385.0,0
11319413193465368617u,13505133363922740695s,0.6205902779474854,2,6,15,5,0,0,2543.0,1
11319429286245524783u,14465588261857520002s,0.0010532406158745289,1,1,1,0,0,0,91.0,1
11321274793177316358u,18259809585097055862s,0.030543981585651636,1,1,4,1,0,0,2639.0,1
11327869537873052630u,15862018178793691202s,0.0,1,0,1,0,0,1,0.0,0
11327869537873052630u,12496249733734938313s,0.9935995368286967,2,0,1,4,0,1,2647.0,0
11327869537873052630u,1496472743217156696s,3.1243171296082437,3,3,14,4,4,1,4193.0,1
11343289807173937662u,3482315168005810468s,0.003159722313284874,1,0,1,1,1,0,273.0,1
11374046517502261494u,2595802042474125302s,0.01486111106351018,1,1,5,0,5,0,1284.0,1
11374821558164907412u,2635215765963297451s,0.0006597223691642284,1,0,2,0,0,0,57.0,0
11374821558164907412u,7720227130017734229s,1.1561458334326744,2,0,2,3,0,0,88.0,1
11378525107120780404u,11141732039498140209s,0.0,1,0,1,0,0,1,0.0,0
11378525107120780404u,13400759965950620751s,0.03167824074625969,2,0,2,0,0,2,0.0,0
11378525107120780404u,3062235797237960986s,0.2684027776122093,3,0,3,0,0,3,0.0,0
11378525107120780404u,3056914068508935400s,2.88583333324641,4,0,4,0,0,4,0.0,0
11378525107120780404u,18139619264182988404s,5.176180555485189,5,1,7,0,0,4,2017.0,1
11391288315184595703u,873889061928738540s,0.006030092481523752,1,0,0,5,0,0,521.0,1
11398922661757623040u,14601902692252922173s,0.0,1,0,1,0,0,1,0.0,1
11407126819353435948u,9405685945215668604s,0.0,1,0,1,0,0,1,0.0,0
11407126819353435948u,7598538495400910828s,10.12087962962687,2,0,1,1,0,2,0.0,1
11410519657376323293u,7325662240577153906s,0.00016203708946704865,1,0,1,0,1,0,14.0,0
11410519657376323293u,8034043273495952173s,0.4281134260818362,2,0,1,0,2,1,14.0,1
11418572231104271478u,1763446271182546167s,0.008900463115423918,1,4,0,3,16,0,769.0,1
11427113525295642485u,16882966863959777636s,0.0028587961569428444,1,1,3,0,0,0,247.0,1
11443742462050166029u,12262247255219481375s,0.0,1,0,1,0,0,1,0.0,1
11448485209390386432u,3981014760075558990s,0.0,1,0,1,0,0,1,0.0,1
11473221598355183059u,2421409107747590625s,0.0,1,0,1,0,0,1,0.0,1
11518391831305104335u,50085106688458544s,0.002534721978008747,1,1,1,1,0,0,219.0,1
11542018372402641926u,6893225686689599887s,0.011469907592982054,1,0,2,0,0,0,991.0,1
11551277761056212604u,16188013848461048067s,0.0,1,0,1,0,0,1,0.0,1
11563465081278336451u,548152746444939285s,0.0,1,0,0,1,0,1,0.0,0
11563465081278336451u,10257745601006382276s,0.875127315055579,2,0,0,2,0,2,0.0,1
11569870798368866381u,18376065717613985744s,0.008472221903502941,1,0,0,2,0,0,732.0,1
1160089125281580728u,5697884158420185048s,0.0052083334885537624,1,0,0,0,2,0,450.0,1
11603164689801291942u,17720942501429176088s,0.0032060183584690094,1,0,0,3,0,0,277.0,0
11603164689801291942u,17209565455583137760s,1.9244791665114462,2,0,0,4,0,1,277.0,1
11603292338438014278u,5990087674981089305s,0.0842476855032146,1,1,10,2,0,0,7279.0,1
11621346921797395582u,10687529344159441223s,0.0,1,0,0,1,0,1,0.0,1
11652008344177375111u,12597559929276119498s,0.006180555559694767,1,0,1,1,0,0,534.0,1
11676538346720342040u,3891873143745122575s,0.021956018172204494,1,1,7,3,0,0,1897.0,1
11682508531634495298u,6314564857635358584s,0.0035648150369524956,1,0,1,2,0,0,308.0,0
11682508531634495298u,5724153155001243137s,0.1220138892531395,2,1,2,2,0,0,327.0,1
1170905319530178748u,3612602368951950812s,0.0,1,0,0,1,0,1,0.0,1
11718281978030857521u,15211645933690069292s,0.008252314757555723,1,0,1,0,9,0,713.0,0
11718281978030857521u,11325024421875881814s,0.9233912038616836,2,4,8,0,26,0,4209.0,1
11731642849790160292u,16718217319499209672s,0.0,1,0,0,1,0,1,0.0,1
11734274096065510787u,14273861195859392148s,0.0,1,0,1,0,0,1,0.0,0
11734274096065510787u,1007247892413343830s,0.0910879629664123,2,0,2,0,0,2,0.0,1
11742482830347035558u,13673822972011270765s,5.7870522141456604e-05,1,0,2,0,0,0,5.0,0
11742482830347035558u,9545334825426544103s,0.9093402777798474,2,0,2,1,0,1,5.0,0
11742482830347035558u,6312862388262822585s,1.8156250002793968,3,0,2,2,0,2,5.0,1
11746267334705894093u,13289058635969724252s,0.0,1,0,1,0,0,1,0.0,1
11746530543849385275u,6698442447544359477s,0.0003240741789340973,1,1,2,0,0,0,28.0,1
1174975043922743905u,16201960039062307181s,0.01430555572733283,1,0,1,3,0,0,1236.0,1
11767218710450480736u,4375892627604620959s,0.0,1,0,1,0,0,1,0.0,1
11786753615328096886u,2405441929327793563s,0.003298611380159855,1,0,4,0,2,0,285.0,0
11786753615328096886u,1146774106782278751s,2.9546296298503876,2,1,7,1,12,0,3277.0,1
11814913798999526385u,5893156589156994032s,0.02124999975785613,1,0,4,0,0,0,1836.0,1
11842032103601573722u,5320541067329821138s,0.020555555820465088,1,0,1,1,0,0,1776.0,1
11885592437822588658u,18027477946024634711s,0.005891203880310059,1,1,4,0,0,0,509.0,0
11885592437822588658u,17140176100596361414s,0.22505787061527371,2,1,5,0,0,1,509.0,0
11885592437822588658u,4262653108840584377s,0.3325462965294719,3,1,8,1,0,1,648.0,0
11885592437822588658u,4744558530772771808s,3.092812499962747,4,1,11,2,0,1,886.0,1
11900111888009615461u,7658516192247377959s,0.00950231496244669,1,2,5,0,4,0,821.0,1
11902899671693145452u,15941166092675533524s,0.0,1,0,0,1,0,1,0.0,0
11902899671693145452u,381186087656314003s,0.16103009274229407,2,0,0,3,0,1,6.0,1
1190766031616570123u,6232706158484939328s,0.0,1,0,0,1,0,1,0.0,1
11912537919138244027u,749683128813842097s,0.008842592593282461,1,0,4,1,0,0,764.0,0
11912537919138244027u,1216789881978515772s,0.09173611085861921,2,2,10,4,0,0,1735.0,0
11912537919138244027u,7914552649112004363s,0.14744212944060564,3,2,12,4,0,0,1851.0,1
1191570279380061721u,16598709865202331656s,0.008726852014660835,1,0,5,2,0,0,754.0,1
11919939577890609153u,10468284027168680524s,0.003252314869314432,1,0,6,0,0,0,281.0,1
11932455188248625285u,12055035238728667782s,0.010925925802439451,1,1,14,0,0,0,944.0,1
11937613022880917112u,368153695127629202s,0.0,1,0,1,0,0,1,0.0,0
11937613022880917112u,7313411414440972493s,3.6458101850003004,2,0,5,0,0,1,407.0,1
11938542696616162554u,4934583748197137464s,0.0,1,0,1,0,0,1,0.0,1
11950643122151074487u,10046988375162642456s,4.6296510845422745e-05,1,0,0,1,1,0,4.0,1
11958077375338931906u,6451403223001640405s,0.013032407499849796,1,0,12,1,0,0,1126.0,0
11958077375338931906u,10647676954722369641s,2.608900463208556,2,0,13,2,0,0,1323.0,0
11958077375338931906u,9685835587861180215s,3.9419907410629094,3,0,20,3,0,0,1565.0,0
11958077375338931906u,16635666900905014630s,6.567662036977708,4,0,20,4,0,1,1565.0,1
11982289232215631436u,3122129526940053955s,0.0,1,0,1,0,0,1,0.0,1
11988877515822727988u,17078832584085285630s,0.0,1,0,0,0,1,1,0.0,1
1200284714816846774u,14240285357320254105s,0.0,1,0,0,1,0,1,0.0,1
12029609606917477663u,2193389823112749697s,0.01572916703298688,1,0,5,3,1,0,1359.0,1
12046213034901637520u,15366117416972927535s,0.018310185056179762,1,1,0,1,24,0,1582.0,1
12056222284171388485u,6918460173719789285s,0.002465277910232544,1,1,3,0,3,0,213.0,0
12056222284171388485u,7384742657506481642s,0.04388888878747821,2,1,5,0,3,0,826.0,1
1211157816849911405u,16668361080813853452s,0.0007870369590818882,1,0,2,1,0,0,68.0,1
12115140411668819138u,4899184067417216201s,0.00027777813374996185,1,0,2,0,0,0,24.0,1
12118896995764930040u,6768077381814827406s,0.0032060188241302967,1,0,2,0,0,0,277.0,1
12137995610173832614u,11597211526056171346s,0.011828703340142965,1,1,3,2,4,0,1022.0,0
12137995610173832614u,13751303614275045876s,0.6959027773700655,2,1,5,10,4,0,3092.0,1
12146847502608979211u,11904653826970091432s,0.0,1,0,0,0,1,1,0.0,0
12146847502608979211u,9922236211023877299s,0.9009490739554167,2,2,3,0,10,1,2173.0,1
12151706106861374257u,1780870631067604824s,0.010150462854653597,1,1,2,0,1,0,877.0,1
12162346131902432430u,2124922547060064481s,0.004421296063810587,1,1,1,0,1,0,382.0,1
12194196416903970402u,15840801165082587525s,5.7870522141456604e-05,1,0,0,2,0,0,5.0,0
12194196416903970402u,6442226188843941168s,0.3090856480412185,2,0,0,6,0,0,260.0,0
12194196416903970402u,226588826546649346s,0.38459490751847625,3,0,0,7,0,1,260.0,1
12211137152450449100u,1155588304180823782s,0.0,1,0,0,1,0,1,0.0,1
12234770262040912732u,12578015009768494899s,0.003379629459232092,1,0,12,0,0,0,292.0,1
12240931517395574562u,17248364495285312950s,0.0,1,0,1,0,0,1,0.0,1
12246404653711571060u,16466511871210383179s,0.0005324073135852814,1,0,3,0,0,0,46.0,1
12253581300662749573u,2994370880533361511s,0.02965277759358287,1,0,3,1,11,0,2562.0,0
12253581300662749573u,13550313977058595113s,0.47873842576518655,2,0,7,4,11,0,3788.0,1
12261374297033580822u,14741015627518920774s,0.0,1,0,1,0,0,1,0.0,1
12264382663234999234u,10678289338303454251s,0.01185185182839632,1,0,2,0,5,0,1024.0,1
1226882878790929121u,13459641203548538740s,0.0,1,0,0,1,0,1,0.0,1
12278948182206228235u,10753909570813681565s,0.0,1,0,1,0,0,1,0.0,0
12278948182206228235u,5786141638136730677s,2.714618055615574,2,0,4,0,0,1,71.0,0
12278948182206228235u,8523403916319954263s,2.9978125002235174,3,0,7,0,0,1,90.0,0
12278948182206228235u,11264130204343093046s,3.6280902777798474,4,0,8,0,0,2,90.0,1
12281124181749141575u,8106208869961754094s,0.0,1,0,0,0,1,1,0.0,0
12281124181749141575u,17343039730657199503s,0.6508912038989365,2,0,1,0,22,1,1330.0,0
12281124181749141575u,13335485637649843652s,0.751261574216187,3,3,8,2,54,1,7432.0,1
12290962960863462948u,10620595098840462884s,0.004930555820465088,1,0,2,1,0,0,426.0,1
12296446223125850274u,3728348813402322508s,0.0,1,0,0,0,1,1,0.0,1
12303749899927407477u,3606968447114170571s,0.0,1,0,1,0,0,1,0.0,1
12308628257888511230u,9487179476231893171s,0.0007175924256443977,1,0,3,0,0,0,62.0,0
12308628257888511230u,8981502864909901148s,0.11432870337739587,2,0,4,0,0,1,62.0,0
12308628257888511230u,14675231688758939437s,0.1800462962128222,3,0,10,0,0,1,260.0,1
12317222469197399010u,10755500941797996776s,0.0,1,0,1,0,0,1,0.0,0
12317222469197399010u,16199466317916215015s,0.19407407427206635,2,0,2,0,0,2,0.0,0
12317222469197399010u,13413859250352365755s,10.086099537089467,3,0,3,0,0,3,0.0,0
12317222469197399010u,6824584108253901599s,10.158715277910233,4,0,4,0,0,4,0.0,0
12317222469197399010u,8231210553625120920s,10.310023148078471,5,0,5,0,3,4,745.0,0
12317222469197399010u,11473639920891812137s,12.066585648339242,6,0,5,0,4,5,745.0,1
12317875059032085540u,877709680367940355s,0.0,1,0,1,0,0,1,0.0,1
12321712541002413342u,18329418212352957387s,0.00011574104428291321,1,0,2,0,0,0,10.0,0
12321712541002413342u,3848955777590572479s,0.02162037044763565,2,0,3,0,0,1,10.0,0
12321712541002413342u,17827626137734515191s,0.11961805587634444,3,0,4,0,0,2,10.0,1
12332090933307087566u,9881758146404535702s,0.025300926063209772,1,2,14,2,11,0,2186.0,1
